C:\Programming\Projects\Python\Data\IMG\center_2019_05_31_15_25_49_593.jpg, C:\Programming\Projects\Python\Data\IMG\left_2019_05_31_15_25_49_593.jpg, C:\Programming\Projects\Python\Data\IMG\right_2019_05_31_15_25_49_593.jpg, 0, 0, 0, 7.890798E-05
C:\Programming\Projects\Python\Data\IMG\center_2019_05_31_15_25_49_916.jpg, C:\Programming\Projects\Python\Data\IMG\left_2019_05_31_15_25_49_916.jpg, C:\Programming\Projects\Python\Data\IMG\right_2019_05_31_15_25_49_916.jpg, 0, 0, 0, 7.851074E-05
C:\Programming\Projects\Python\Data\IMG\center_2019_05_31_15_25_50_062.jpg, C:\Programming\Projects\Python\Data\IMG\left_2019_05_31_15_25_50_062.jpg, C:\Programming\Projects\Python\Data\IMG\right_2019_05_31_15_25_50_062.jpg, 0, 0, 0, 7.879836E-05
C:\Programming\Projects\Python\Data\IMG\center_2019_05_31_15_25_50_214.jpg, C:\Programming\Projects\Python\Data\IMG\left_2019_05_31_15_25_50_214.jpg, C:\Programming\Projects\Python\Data\IMG\right_2019_05_31_15_25_50_214.jpg, 0, 0, 0, 7.987103E-05
C:\Programming\Projects\Python\Data\IMG\center_2019_05_31_15_25_50_363.jpg, C:\Programming\Projects\Python\Data\IMG\left_2019_05_31_15_25_50_363.jpg, C:\Programming\Projects\Python\Data\IMG\right_2019_05_31_15_25_50_363.jpg, 0, 0, 0, 7.881477E-05
C:\Programming\Projects\Python\Data\IMG\center_2019_05_31_15_25_50_531.jpg, C:\Programming\Projects\Python\Data\IMG\left_2019_05_31_15_25_50_531.jpg, C:\Programming\Projects\Python\Data\IMG\right_2019_05_31_15_25_50_531.jpg, 0, 0, 0, 7.928644E-05
C:\Programming\Projects\Python\Data\IMG\center_2019_05_31_15_25_50_679.jpg, C:\Programming\Projects\Python\Data\IMG\left_2019_05_31_15_25_50_679.jpg, C:\Programming\Projects\Python\Data\IMG\right_2019_05_31_15_25_50_679.jpg, 0, 0, 0, 7.932023E-05
C:\Programming\Projects\Python\Data\IMG\center_2019_05_31_15_25_50_827.jpg, C:\Programming\Projects\Python\Data\IMG\left_2019_05_31_15_25_50_827.jpg, C:\Programming\Projects\Python\Data\IMG\right_2019_05_31_15_25_50_827.jpg, 0, 0, 0, 7.775228E-05
C:\Programming\Projects\Python\Data\IMG\center_2019_05_31_15_25_50_987.jpg, C:\Programming\Projects\Python\Data\IMG\left_2019_05_31_15_25_50_987.jpg, C:\Programming\Projects\Python\Data\IMG\right_2019_05_31_15_25_50_987.jpg, 0, 0, 0, 7.827122E-05
C:\Programming\Projects\Python\Data\IMG\center_2019_05_31_15_25_51_135.jpg, C:\Programming\Projects\Python\Data\IMG\left_2019_05_31_15_25_51_135.jpg, C:\Programming\Projects\Python\Data\IMG\right_2019_05_31_15_25_51_135.jpg, 0, 0, 0, 7.839885E-05
C:\Programming\Projects\Python\Data\IMG\center_2019_05_31_15_25_51_282.jpg, C:\Programming\Projects\Python\Data\IMG\left_2019_05_31_15_25_51_282.jpg, C:\Programming\Projects\Python\Data\IMG\right_2019_05_31_15_25_51_282.jpg, 0, 0, 0, 7.800921E-05
C:\Programming\Projects\Python\Data\IMG\center_2019_05_31_15_25_51_419.jpg, C:\Programming\Projects\Python\Data\IMG\left_2019_05_31_15_25_51_419.jpg, C:\Programming\Projects\Python\Data\IMG\right_2019_05_31_15_25_51_419.jpg, 0, 0, 0, 7.919182E-05
C:\Programming\Projects\Python\Data\IMG\center_2019_05_31_15_25_51_568.jpg, C:\Programming\Projects\Python\Data\IMG\left_2019_05_31_15_25_51_568.jpg, C:\Programming\Projects\Python\Data\IMG\right_2019_05_31_15_25_51_568.jpg, 0, 0, 0, 7.784979E-05
C:\Programming\Projects\Python\Data\IMG\center_2019_05_31_15_25_51_817.jpg, C:\Programming\Projects\Python\Data\IMG\left_2019_05_31_15_25_51_817.jpg, C:\Programming\Projects\Python\Data\IMG\right_2019_05_31_15_25_51_817.jpg, 0, 0, 0, 7.773507E-05
C:\Programming\Projects\Python\Data\IMG\center_2019_05_31_15_25_51_964.jpg, C:\Programming\Projects\Python\Data\IMG\left_2019_05_31_15_25_51_964.jpg, C:\Programming\Projects\Python\Data\IMG\right_2019_05_31_15_25_51_964.jpg, 0, 0, 0, 7.941063E-05
C:\Programming\Projects\Python\Data\IMG\center_2019_05_31_15_25_52_099.jpg, C:\Programming\Projects\Python\Data\IMG\left_2019_05_31_15_25_52_099.jpg, C:\Programming\Projects\Python\Data\IMG\right_2019_05_31_15_25_52_099.jpg, 0, 0, 0, 7.852966E-05
C:\Programming\Projects\Python\Data\IMG\center_2019_05_31_15_25_52_203.jpg, C:\Programming\Projects\Python\Data\IMG\left_2019_05_31_15_25_52_203.jpg, C:\Programming\Projects\Python\Data\IMG\right_2019_05_31_15_25_52_203.jpg, 0, 0, 0, 7.986171E-05
C:\Programming\Projects\Python\Data\IMG\center_2019_05_31_15_25_52_315.jpg, C:\Programming\Projects\Python\Data\IMG\left_2019_05_31_15_25_52_315.jpg, C:\Programming\Projects\Python\Data\IMG\right_2019_05_31_15_25_52_315.jpg, 0, 0, 0, 7.762848E-05
C:\Programming\Projects\Python\Data\IMG\center_2019_05_31_15_25_52_422.jpg, C:\Programming\Projects\Python\Data\IMG\left_2019_05_31_15_25_52_422.jpg, C:\Programming\Projects\Python\Data\IMG\right_2019_05_31_15_25_52_422.jpg, 0, 0, 0, 7.839358E-05
C:\Programming\Projects\Python\Data\IMG\center_2019_05_31_15_25_52_537.jpg, C:\Programming\Projects\Python\Data\IMG\left_2019_05_31_15_25_52_537.jpg, C:\Programming\Projects\Python\Data\IMG\right_2019_05_31_15_25_52_537.jpg, 0, 0, 0, 7.83377E-05
C:\Programming\Projects\Python\Data\IMG\center_2019_05_31_15_25_52_645.jpg, C:\Programming\Projects\Python\Data\IMG\left_2019_05_31_15_25_52_645.jpg, C:\Programming\Projects\Python\Data\IMG\right_2019_05_31_15_25_52_645.jpg, 0, 0, 0, 8.214953E-05
C:\Programming\Projects\Python\Data\IMG\center_2019_05_31_15_25_52_753.jpg, C:\Programming\Projects\Python\Data\IMG\left_2019_05_31_15_25_52_753.jpg, C:\Programming\Projects\Python\Data\IMG\right_2019_05_31_15_25_52_753.jpg, 0, 0, 0, 7.94501E-05
